File,Species_name,Common_name,Subject,Treatment,Treatment_description,Date_start,Time_start,Date_end,Time_end,Time_recorded,Video_length,Hardware_description,Software_description,Further_description
jwaspA_resources_moved_waterbackleftnectarbackright_2.avi,Ampulex_compressa,Jewel_wasp,A_male,resources_moved_waterbackleftnectarbackright,With respect to the entry door nectar is in the back right (with the red circle sticker on the corner) and water is in the back left,10/2/22,11:39:22,10/2/22,11:40:08,00:00:46,00:00:25,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,sped up
jwaspA_cockroach_1.avi,Ampulex_compressa,Jewel_wasp,A_male,cockroach,Live American cockroach (Periplaneta americana) is co-habiting the enclosure + with respect to the entry door nectar is in the back right (red circle sticker in corner) and water is in the back left,17/2/22,12:11:09,20/2/22,13:39:54,01:28:45,15:33:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Interior Firm Ltd IR light (850nm) on at night + red sticker on nectar,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,corrupted + very sped up (189 FPS)
jwaspA_cockroach_2.avi,Ampulex_compressa,Jewel_wasp,A_male,cockroach,Live American cockroach (Periplaneta americana) is co-habiting the enclosure + with respect to the entry door nectar is in the back right (red circle sticker in corner) and water is in the back left,20/2/22,13:41:56,22/2/22,09:39:21,19:57:25,15:16:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Interior Firm Ltd IR light (850nm) on at night + red sticker on nectar,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,corrupted + very sped up (189 FPS)
jwaspA_surroundings_black.avi,Ampulex_compressa,Jewel_wasp,A_male,surroundings_black,Black poster board surrounds the enclosure exterior and laser black aluminum was laid on top to fix the glare ,22/2/22,13:59:37,22/2/22,14:18:49,00:19:22,01:19:22,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Interior Firm Ltd IR light (850nm) on at night + red sticker on nectar,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,speed fixed + currently at 38.35FPS
jwaspB_control_0.avi,Ampulex_compressa,Jewel_wasp,B_female,control,No resources nor enrichment were available (water + nectar + shelter). Pebbels were available on the ground as this is a welfare necessity for wasps to have various substrates to grip.,22/2/22,14:22:08,22/2/22,14:33:23,00:11:15,00:11:20,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + red sticker on nectar,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,B_female is a new young male who emerged 19/2/22 (info from Adam BUGS) 
jwaspB_control_1.avi,Ampulex_compressa,Jewel_wasp,B_female,control,No resources nor enrichment were available (water + nectar + shelter). Pebbels were available on the ground as this is a welfare necessity for wasps to have various substrates to grip.,22/2/22,14:38:21,22/2/22,15:34:26,00:56:34,00:56:34,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + red sticker on nectar,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_resources_moved_waterbackleftnectarbackright_0.avi,Ampulex_compressa,Jewel_wasp,B_female,resources_moved_waterbackleftnectarbackright,With respect to the entry door nectar is in the back right (with the red circle sticker on the corner) and water is in the back left - typically both are in the centre,22/2/22,15:40:49,22/2/22,10:24:48,18:54:14,18:54:14,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + red sticker on nectar,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_resources_moved_waterbackrightnectarbackleft_0.avi,Ampulex_compressa,Jewel_wasp,B_female,resources_moved_waterbackrightnectarbackleft,With respect to the entry door nectar is in the back left (with the red circle sticker on the corner) and water is in the back right - typically both are in the centre,23/2/22,14:21:48,23/2/22,15:05:30,00:43:42,00:41:28,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + red sticker on nectar,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_resources_moved_waterbackrightnectarbackleft_1.avi,Ampulex_compressa,Jewel_wasp,B_female,resources_moved_waterbackrightnectarbackleft,With respect to the entry door nectar is in the back left (with the red circle sticker on the corner) and water is in the back right - typically both are in the centre,23/2/22,10:27:04,23/2/22,14:20:03,03:55:06,03:55:06,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + red sticker on nectar,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_0.avi,Ampulex_compressa,Jewel_wasp,B_female,-,No treatment was employed in this video - individuals were filmed in a standard habitat.,25/2/22,11:43:43,25/2/22,14:35:00,02:52:17,02:52:17,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,corrupted + double red sticker on nectar (for better viewing on grayscale camera)
jwaspB_enrichment_redshelter_waterandnectar_0.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),11/3/22,10:20:00,11/3/22,11:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_1.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),11/3/22,11:20:00,11/3/22,12:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_2.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),11/3/22,12:20:00,11/3/22,13:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_3.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),11/3/22,13:20:00,11/3/22,14:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_4.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),11/3/22,14:20:00,11/3/22,15:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_5.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),11/3/22,15:20:00,11/3/22,16:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_6.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),11/3/22,16:20:00,11/3/22,17:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_7.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),11/3/22,17:20:00,11/3/22,18:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_8.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),11/3/22,18:20:00,11/3/22,19:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_9.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),11/3/22,19:20:00,11/3/22,20:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_10.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),11/3/22,20:20:00,11/3/22,21:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_11.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),11/3/22,21:20:00,11/3/22,22:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_12.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),11/3/22,22:20:00,11/3/22,23:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_13.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),11/3/22,23:20:00,12/3/22,00:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_14.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),12/3/22,00:20:00,12/3/22,01:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
jwaspB_enrichment_redshelter_waterandnectar_15.avi,Ampulex_compressa,Jewel_wasp,B_female,enrichment_redshelter_waterandnectar,Two red three-sided 3mm acrylic shelters (opening facing entry door) covered both the water and nectar in their usual location (the middle of the enclosure),12/3/22,01:20:00,12/3/22,02:20:00,01:00:00,01:00:32,FLIR driver (BFS-U3-16S2M-CS serial 21196934) + Computar lens (varifocal CS mount) + BugDorm enclosure + Thorlabs stainless steel posts + Thorlabs camera mount +  Thorlabs cheeseboard + Thorlabs black poster board + Thorlabs black laser aluminum + Interior Firm Ltd IR light (850nm) on at night + double red sticker on nectar + 3mm acrylic shelters 10x10x7.5cm lxwxh ,Windows 10 (x64 bit) + Bonsai 2.6.3 + Spinnaker SDK SpinView + Java (x64bit) + OneWireViewer + 1-wire driver for any iButton data extraction posthoc ,-
